1.42071224   0.95729251   1.09229810   1.09336047   1.08791878   108.45008702   111.96479641   111.39383477   107.30692660   320.00000000   441.90972646   560.78984989   440.89985878
1.42092186   0.95716564   1.09218488   1.09330890   1.08800917   108.47689569   111.97093694   111.31354847   107.40826595   322.50000000   444.29893276   563.21478769   443.33790682
1.42114141   0.95703290   1.09207105   1.09324034   1.08811331   108.50527736   111.97699509   111.22749620   107.51679069   325.00000000   446.68854667   565.63982909   445.77612525
1.42137421   0.95689617   1.09195625   1.09315325   1.08822843   108.53476962   111.98316450   111.13587750   107.63079368   327.50000000   449.07997006   568.06514544   448.21503850
1.42160364   0.95675861   1.09184467   1.09305165   1.08835885   108.56439585   111.98920209   111.03839312   107.75212371   330.00000000   451.47229011   570.49103082   450.65444031
1.42183173   0.95662177   1.09173655   1.09293411   1.08850200   108.59400369   111.99528751   110.93528717   107.87900273   332.50000000   453.86670078   572.91763706   453.09477928
1.42205539   0.95648799   1.09163292   1.09280143   1.08865715   108.62297013   112.00137404   110.82656680   108.01104490   335.00000000   456.26350679   575.34484646   455.53611775
1.42227780   0.95635903   1.09153375   1.09265336   1.08881987   108.65128762   112.00719451   110.71314146   108.14626499   337.50000000   458.66423804   577.77330320   457.97918041
1.42248288   0.95623772   1.09144260   1.09249230   1.08899702   108.67763703   112.01293535   110.59362933   108.28688315   340.00000000   461.06652555   580.20176934   460.42276496
1.42267261   0.95612556   1.09135963   1.09231883   1.08918391   108.70201646   112.01837619   110.46913571   108.43088810   342.50000000   463.47180164   582.63071453   462.86750539
1.42284442   0.95602441   1.09128560   1.09213396   1.08937959   108.72399498   112.02335908   110.33991063   108.57769279   345.00000000   465.88001804   585.05990001   465.31330602
1.42299548   0.95593590   1.09122136   1.09193898   1.08958297   108.74320576   112.02774967   110.20630020   108.72668875   347.50000000   468.29117058   587.48914751   467.76010603
1.42312303   0.95586138   1.09116734   1.09173526   1.08979332   108.75923844   112.03126047   110.06923700   108.87670973   350.00000000   470.70524753   589.91905239   470.20809997
1.42324333   0.95580290   1.09112273   1.09152974   1.08999950   108.77088706   112.03329743   109.92917848   109.02709699   352.50000000   473.12375922   592.34989173   472.65788365
1.42332127   0.95576013   1.09109158   1.09131285   1.09021840   108.77984057   112.03519995   109.78475068   109.17887999   355.00000000   475.54297598   594.77791339   475.10696312
1.42336908   0.95573420   1.09107266   1.09109229   1.09043967   108.78518523   112.03619974   109.63779853   109.33040636   357.50000000   477.96442965   597.20481732   477.55641566
1.42338738   0.95572562   1.09106604   1.09086922   1.09066191   108.78674184   112.03621512   109.48879100   109.48105648   360.00000000   480.38786694   599.63031059   480.00605918
