  0.0000 1.09091375
 10.0000 1.09103429
 20.0000 1.09136982
 30.0000 1.09184958
 40.0000 1.09237628
 50.0000 1.09284794
 60.0000 1.09317588
 70.0000 1.09329497
 80.0000 1.09316731
 90.0000 1.09278237
100.0000 1.09215573
110.0000 1.09132713
120.0000 1.09035715
130.0000 1.08932225
140.0000 1.08830864
150.0000 1.08740485
160.0000 1.08669272
170.0000 1.08623768
180.0000 1.08608129
190.0000 1.08623768
200.0000 1.08669272
210.0000 1.08740485
220.0000 1.08830864
230.0000 1.08932225
240.0000 1.09035715
250.0000 1.09132713
260.0000 1.09215573
270.0000 1.09278237
280.0000 1.09316731
290.0000 1.09329497
300.0000 1.09317588
310.0000 1.09284794
320.0000 1.09237628
330.0000 1.09184958
340.0000 1.09136982
350.0000 1.09103429
360.0000 1.09091375
