f	0	0	0	0	0	0	0	0	0	0	0	0	1	-2.53732295947e7
f	0	0	0	0	0	0	0	0	0	0	0	3	1	125.975086720
f	0	0	0	0	0	0	0	0	0	0	0	6	1	0.709610160000
f	0	0	0	0	0	0	0	0	0	0	0	9	1	0.00550213000000
f	0	0	0	0	0	0	0	0	0	0	0	12	1	0.00221984000000
f	0	0	0	0	0	0	0	0	0	0	0	15	1	0.00172492000000
f	0	0	0	0	0	0	0	0	0	0	0	18	1	-0.000181000000000
f	1	0	0	0	0	0	0	0	0	0	0	3	1	-285.983248850
f	1	0	0	0	0	0	0	0	0	0	0	6	1	-1.97354553000
f	1	0	0	0	0	0	0	0	0	0	0	9	1	0.00285035000000
f	1	0	0	0	0	0	0	0	0	0	0	12	1	-0.00127084000000
f	2	0	0	0	0	0	0	0	0	0	0	0	1	29644.2227422
f	2	0	0	0	0	0	0	0	0	0	0	3	1	167.738590440
f	2	0	0	0	0	0	0	0	0	0	0	6	1	1.82841732000
f	2	0	0	0	0	0	0	0	0	0	0	9	1	-0.00890499000000
f	3	0	0	0	0	0	0	0	0	0	0	0	1	3623.82616681
f	3	0	0	0	0	0	0	0	0	0	0	3	1	-7.42054546000
f	3	0	0	0	0	0	0	0	0	0	0	6	1	-0.891131990000
f	3	0	0	0	0	0	0	0	0	0	0	9	1	0.0123106000000
f	4	0	0	0	0	0	0	0	0	0	0	0	1	2934.39636556
f	4	0	0	0	0	0	0	0	0	0	0	3	1	0.619009000000
f	4	0	0	0	0	0	0	0	0	0	0	6	1	1.13567203000
f	5	0	0	0	0	0	0	0	0	0	0	0	1	1746.56792670
f	5	0	0	0	0	0	0	0	0	0	0	3	1	2.29994354000
f	6	0	0	0	0	0	0	0	0	0	0	0	1	1186.46728024
f	7	0	0	0	0	0	0	0	0	0	0	0	1	845.005433030
f	8	0	0	0	0	0	0	0	0	0	0	0	1	324.678066950
f	0	1	0	0	0	0	0	0	0	0	0	3	1	155.349411780
f	0	1	0	0	0	0	0	0	0	0	0	6	1	1.05397272000
f	0	1	0	0	0	0	0	0	0	0	0	9	1	0.0733729900000
f	1	1	0	0	0	0	0	0	0	0	0	0	1	-750.578101870
f	2	1	0	0	0	0	0	0	0	0	0	0	1	-1313.51152202
f	3	1	0	0	0	0	0	0	0	0	0	0	1	-216.528299180
f	4	1	0	0	0	0	0	0	0	0	0	0	1	-74.7808475100
f	6	1	0	0	0	0	0	0	0	0	0	0	1	48.4382797400
f	7	1	0	0	0	0	0	0	0	0	0	0	1	-30.4014960400
f	0	2	0	0	0	0	0	0	0	0	0	0	1	32644.9420559
f	0	2	0	0	0	0	0	0	0	0	0	3	1	92.8995565400
f	0	2	0	0	0	0	0	0	0	0	0	6	1	1.03421742000
f	0	2	0	0	0	0	0	0	0	0	0	9	1	0.154407690000
f	1	2	0	0	0	0	0	0	0	0	0	0	1	271.233061880
f	2	2	0	0	0	0	0	0	0	0	0	0	1	-812.893322500
f	3	2	0	0	0	0	0	0	0	0	0	0	1	-78.8104336400
f	5	2	0	0	0	0	0	0	0	0	0	0	1	122.306332950
f	0	3	0	0	0	0	0	0	0	0	0	0	1	2645.05668411
f	0	3	0	0	0	0	0	0	0	0	0	3	1	47.2827951400
f	0	3	0	0	0	0	0	0	0	0	0	6	1	-0.785585020000
f	0	3	0	0	0	0	0	0	0	0	0	9	1	-0.230120990000
f	1	3	0	0	0	0	0	0	0	0	0	0	1	374.074292110
f	2	3	0	0	0	0	0	0	0	0	0	0	1	-502.719676000
f	3	3	0	0	0	0	0	0	0	0	0	0	1	-21.8619215100
f	4	3	0	0	0	0	0	0	0	0	0	0	1	-120.861417690
f	5	3	0	0	0	0	0	0	0	0	0	0	1	-148.133226450
f	0	4	0	0	0	0	0	0	0	0	0	0	1	3115.48887477
f	0	4	0	0	0	0	0	0	0	0	0	3	1	5.75201641000
f	0	4	0	0	0	0	0	0	0	0	0	6	1	0.323386410000
f	0	4	0	0	0	0	0	0	0	0	0	9	1	-0.831134000000
f	1	4	0	0	0	0	0	0	0	0	0	0	1	549.549045620
f	2	4	0	0	0	0	0	0	0	0	0	0	1	-382.542998810
f	3	4	0	0	0	0	0	0	0	0	0	0	1	4.97567136000
f	0	5	0	0	0	0	0	0	0	0	0	0	1	1820.72743528
f	0	5	0	0	0	0	0	0	0	0	0	3	1	-12.8356627500
f	0	5	0	0	0	0	0	0	0	0	0	6	1	5.01658847000
f	1	5	0	0	0	0	0	0	0	0	0	0	1	-307.347268450
f	2	5	0	0	0	0	0	0	0	0	0	0	1	-675.834191660
f	3	5	0	0	0	0	0	0	0	0	0	0	1	533.981327010
f	0	6	0	0	0	0	0	0	0	0	0	0	1	1482.95546341
f	0	6	0	0	0	0	0	0	0	0	0	3	1	72.1874427800
f	2	6	0	0	0	0	0	0	0	0	0	0	1	-761.321294760
f	0	7	0	0	0	0	0	0	0	0	0	0	1	873.456026470
f	0	7	0	0	0	0	0	0	0	0	0	3	1	14.3294417200
f	1	7	0	0	0	0	0	0	0	0	0	0	1	2584.72416805
f	0	8	0	0	0	0	0	0	0	0	0	0	1	-102.792227540
f	0	8	0	0	0	0	0	0	0	0	0	3	1	-211.535248440
f	0	0	1	0	0	0	0	0	0	0	0	1	1	-367.380977847
f	0	0	1	0	0	0	0	0	0	0	0	2	1	318.360279352
f	0	0	1	0	0	0	0	0	0	0	0	3	1	16.0051810067
f	0	0	1	0	0	0	0	0	0	0	0	4	1	7.06413669500
f	0	0	1	0	0	0	0	0	0	0	0	5	1	1.23562610167
f	0	0	1	0	0	0	0	0	0	0	0	6	1	0.286205680000
f	0	0	1	0	0	0	0	0	0	0	0	7	1	0.0597818966667
f	0	0	1	0	0	0	0	0	0	0	0	8	1	0.0121960800000
f	0	0	1	0	0	0	0	0	0	0	0	9	1	-0.00616328333333
f	0	0	1	0	0	0	0	0	0	0	0	10	1	0.00190692166667
f	0	0	1	0	0	0	0	0	0	0	0	11	1	0.00418382500000
f	0	0	1	0	0	0	0	0	0	0	0	12	1	0.00588552666667
f	1	0	1	0	0	0	0	0	0	0	0	0	1	2540.11565579
f	1	0	1	0	0	0	0	0	0	0	0	1	1	899.274049740
f	2	0	1	0	0	0	0	0	0	0	0	0	1	-1576.24357884
f	2	0	1	0	0	0	0	0	0	0	0	1	1	-254.967619643
f	3	0	1	0	0	0	0	0	0	0	0	0	1	-231.205865170
f	3	0	1	0	0	0	0	0	0	0	0	1	1	32.3491146467
f	4	0	1	0	0	0	0	0	0	0	0	0	1	-110.027087280
f	4	0	1	0	0	0	0	0	0	0	0	1	1	25.2121610300
f	5	0	1	0	0	0	0	0	0	0	0	0	1	-47.9608903600
f	5	0	1	0	0	0	0	0	0	0	0	1	1	-0.790712891667
f	6	0	1	0	0	0	0	0	0	0	0	0	1	11.2342081467
f	0	1	1	0	0	0	0	0	0	0	0	0	1	-117.954539377
f	0	1	1	0	0	0	0	0	0	0	0	1	1	193.284895943
f	0	2	1	0	0	0	0	0	0	0	0	0	1	-16.5437079533
f	0	2	1	0	0	0	0	0	0	0	0	1	1	163.005139515
f	0	3	1	0	0	0	0	0	0	0	0	0	1	4.14519883667
f	0	3	1	0	0	0	0	0	0	0	0	1	1	121.389168093
f	0	4	1	0	0	0	0	0	0	0	0	0	1	14.2891600067
f	0	4	1	0	0	0	0	0	0	0	0	1	1	73.5819055417
f	0	5	1	0	0	0	0	0	0	0	0	0	1	-13.5148787433
f	0	5	1	0	0	0	0	0	0	0	0	1	1	173.101604862
f	0	6	1	0	0	0	0	0	0	0	0	0	1	-39.5689787467
f	0	6	1	0	0	0	0	0	0	0	0	1	1	243.059870008
f	0	0	2	0	0	0	0	0	0	0	0	0	1	38191.9533109
f	0	0	2	0	0	0	0	0	0	0	0	1	1	-396.430955883
f	0	0	2	0	0	0	0	0	0	0	0	2	1	364.017235672
f	0	0	2	0	0	0	0	0	0	0	0	3	1	-8.81582090667
f	0	0	2	0	0	0	0	0	0	0	0	4	1	5.27620672667
f	0	0	2	0	0	0	0	0	0	0	0	5	1	0.910783856667
f	0	0	2	0	0	0	0	0	0	0	0	6	1	0.190820820000
f	0	0	2	0	0	0	0	0	0	0	0	7	1	0.0920906233333
f	0	0	2	0	0	0	0	0	0	0	0	8	1	0.00592792333333
f	0	0	2	0	0	0	0	0	0	0	0	9	1	-0.0301889266667
f	0	0	2	0	0	0	0	0	0	0	0	10	1	0.0195184150000
f	0	0	2	0	0	0	0	0	0	0	0	11	1	-0.00603508333333
f	0	0	2	0	0	0	0	0	0	0	0	12	1	-0.0102161300000
f	1	0	2	0	0	0	0	0	0	0	0	0	1	2585.14005632
f	1	0	2	0	0	0	0	0	0	0	0	1	1	915.374743843
